Party,Handle,Tweet,Sentiment
Democrat,RepLouCorrea,@_Sergeeeeo Hey @_Sergeeeeo I have a Town Hall tonight @ Sycamore Junior High @ 6-8PM. Check my Facebook for future‰Û_ https://t.co/unTQJ5Ggi3,0
Democrat,RepJackyRosen,"My district office is having mobile office hours on Wednesday, April 18, at the Heritage Park Senior Facility. Stop‰Û_ https://t.co/H7UazUa1YO",0
Democrat,RepStephMurphy,"Today, the U.S. House passed legislation that includes two amendments @USRepKeating &amp; I offered to ensure that fede‰Û_ https://t.co/eIkgW3c8UZ",0.3818
Democrat,RepMcEachin,"In honor of #NationalTeacherDay, I proudly signed onto a resolution in support of increasing the pay for public sch‰Û_ https://t.co/xfjNLmhONQ",0.8442
Democrat,RepStephMurphy,The Armed Services Committee approved the National Defense Authorization Act last night. As a member of the committ‰Û_ https://t.co/W39VByre6h,0.5106
Republican,RepGoodlatte,Today is the last day you‰Ûªll ever to file your taxes under the old system. With the passage of the‰Û_ https://t.co/gC3T9fB5rK,0
Republican,Robert_Aderholt,"Today is the 50th anniversary of the world‰Ûªs first 911 call and it took place in my hometown of Haleyville, Alabama‰Û_ https://t.co/wlcMUzkaUk",0
Republican,DrPhilRoe,"As a father and grandfather with two school-aged grandchildren, keeping our schools as safe as possible is a duty I‰Û_ https://t.co/fK81RDC15U",0.4404
Republican,RepMikeTurner,I'm chairing a #HASC TacAirLand hearing now to discuss @usairforce's budget request. Tune in here: https://t.co/qKN9fv5jGD,0
Republican,DrPhilRoe,It was great to be with you this morning. Thank you for having me! https://t.co/LndUhA4lNx,0.784
Republican,CongMikeSimpson,"RT @SpeakerBoehner: From her scrappy demeanor and no-frills style to her boundless passion for family, literacy and freedom, Barbara Bush w‰Û_",0.802
Democrat,RepBRochester,"Proud to join @SenatorCarper &amp; @ChrisCoons for an important Open Enrollment message. Go to https://t.co/Bd5gIkUlLu,‰Û_ https://t.co/sK1cJgUyCw",0.7269
Democrat,RepJackyRosen,My district staff presented the #ALS Association Nevada Chapter a certificate at their ribbon cutting ceremony. Tog‰Û_ https://t.co/ZJEynWxTox,-0.128
Republican,RepSteveStivers,"Today I testified about my bill, HR 2225, to connect vets with therapy dogs to help treat mental illness. Read more‰Û_ https://t.co/v37v8CFbid",0.4019
Republican,RepKayGranger,I am committed to ensuring that teachers have the resources they need to make sure our children are prepared to be‰Û_ https://t.co/68UoAVm8uH,0.7506
Democrat,RepPeteAguilar,The #USAact is a targeted approach that provides certainty for #Dreamers while making practical improvements to the‰Û_ https://t.co/kq2858JZeU,0.5106
Democrat,RepPeteAguilar,"Last week, I was proud to announce this funding to help San Bernardino County residents achieve the dream of homeow‰Û_ https://t.co/k8i9xZGJHr",0.7783
Republican,RepGoodlatte,"This week, the House will consider the #MusicModernizationAct - the result of @HouseJudiciary's comprehensive revie‰Û_ https://t.co/5Bg5G2wdzn",0.25
Democrat,RepLouCorrea,Met with @SecShulkin and @HouseVetAffairs to find ways to improve #healthcare for our #Veterans https://t.co/BjW7FmdxBL,0.4404
Democrat,RepCarbajal,Visited @CalPolyCIE HotHouse during #smallbusinessweek to learn about some of the innovative companies coming out o‰Û_ https://t.co/I5k6zj87q7,0.4404
Democrat,RepKihuen,"RT @ARAMAC_CA: @RepKihuen Thank you, @RepKihuen, for your principled position on this issue of human rights and restorative justice for Arm‰Û_",0.7096
Republican,NatResources,"RT @BradBessey: @tedlieu &amp; @SteveKnight25 Please vote to pass HR 4895, establishing the Medgar Evers National Monument.  His commitment to‰Û_",0.5994
Democrat,RepTomSuozzi,"Proud to join Catholics -- priests, bishops, nuns, Jesuits, Franciscans and many others -- from all over America to‰Û_ https://t.co/ycEdbfdKdk",0.6486
Democrat,RepBarragan,The #IRS is extending the tax-filing deadline an extra day due to computer glitches. Taxpayers now have until tomor‰Û_ https://t.co/dPNkwBBKso,0
Democrat,RepRoKhanna,"We cannot compromise on #NetNeutrality. The internet belongs to the people, not to a handful of corporations like C‰Û_ https://t.co/Kib0dlTlaC",0.3612
Democrat,RepJayapal,RT @JoyAnnReid: The only principle that seems to be at work in Trump pulling the U.S. out of the Iran deal is that if President Obama did i‰Û_,0
Republican,RepMimiWalters,"Thanks to #FOSTA with my #SESTA Amendment, the Department of Justice has seized https://t.co/PJnjRjFsIw and affilia‰Û_ https://t.co/vmWPsiSQL0",0.743
Democrat,RepTedLieu,"Welcome to the neighborhood, @latimes! Looking forward to seeing you in #CA33! https://t.co/25xGz4JrzK",0.555
Democrat,RepAlLawsonJr,"As the prices of prescription drugs, gas and health insurance skyrocket, the #GOPTaxScam isn‰Ûªt helping #Florida's w‰Û_ https://t.co/qb8r35ow7a",0.296
Republican,RepFredUpton,READ: Full letter to Secretary of Defense Mattis urging support for the DoD to select the #FortCuster Training Cent‰Û_ https://t.co/jqjk4o99gP,0.4939
Democrat,RepLouCorrea,"Funding our #military is imperative, but so is taking care of our #veterans. #SOTU",0.6903
Democrat,RepJimmyPanetta,RT @GonzalesTribune: Local student receives Congressional Award https://t.co/8UB3rTvYqK,0.5423
Republican,RepMikeTurner,This morning I joined a forum hosted by @JimInhofe on geopolitics in Southeastern Europe and the role of US and‰Û_ https://t.co/a72G9ZHbiH,0
Republican,NatResources,RT @SecretaryZinke: .@NatlParkService ranger proudly salutes during the playing of the #NationalAnthem _Ùà__Ùàü #findyourpark @WhiteHouse https:/‰Û_,0.6597
Democrat,RepJackyRosen,Did you know the federal government awards a significant percent of their contracting opportunities to small busine‰Û_ https://t.co/96rWVBCkhY,0.7506
Democrat,RepJayapal,"RT @anng27: Thank you, @RepJayapal, for speaking out to defend the most vulnerable among us! #HandsOffSNAP https://t.co/NgsZr98l05",0.1528
Democrat,RepJayapal,RT @CWS_global: Thank you @RepJayapal @RepGraceMeng for joining our call today and speaking about your powerful commitment to immigrant mom‰Û_,0.7845
Democrat,RepRoKhanna,North Korea has shown in good faith that they are willing to negotiate peace through their return of hostages. We c‰Û_ https://t.co/371ACKc9bX,0.8481
Democrat,DonaldNorcross,"During this #snowmaggeddon, please stay safe &amp; warm #SouthJersey. Helpful power outage tracker, with numbers to c‰Û_ https://t.co/6LoowIMJ6G",0.836
Democrat,RepJimmyPanetta,"Thank you, George, for the chance to ride along with you on your route in #Salinas. Appreciate the chance to see fi‰Û_ https://t.co/gUlzoSUxe6",0.802
Democrat,RepBRochester,"Today, I introduced the Simple FAFSA Act to ensure that more working families have access to federal student aid.‰Û_ https://t.co/AwdTEGRWr8",0.3818
Democrat,RepOHalleran,"This past weekend, I had the pleasure of attending the Welcome Home Vietnam Veterans Day Event at the Fort Verde St‰Û_ https://t.co/z87LWyhJg4",0.7717
Republican,RepSmucker,Want to know where I am in the district and where I'm getting feedback from constituents?,0.0772
Republican,NatResources,"We should've called yesterday, @CongressmanHice! Happy (belated) birthday! _ÙÒ± https://t.co/E80y7PrcJE",0.6467
Democrat,RepCarbajal,"Happy 90th birthday to Chuck McMillian, a longtime Cambria @AmericanLegion member and WWII veteran. Last week, I st‰Û_ https://t.co/mfyur4WW8h",0.5719
Democrat,RepTedLieu,"The #Trump Administration's decision to add a citizenship question to the #2020Census is a dangerous, alarming &amp; de‰Û_ https://t.co/HOiY614E7G",-0.5574
Democrat,RepMcEachin,The American people have lost faith in the @EPA as a result of #PollutingPruitt and enough is enough which is why I‰Û_ https://t.co/ThpfFGdZWT,0.128
Democrat,RepValDemings,"My deepest sympathies to Deputy Gentry‰Ûªs family, the Highlands County Sheriff‰Ûªs Office, and his community.",0
Republican,RepGoodlatte,Up next: Live on @FoxBusiness @AftertheBell with Melissa Francis. Discussing immigration reform efforts &amp; latest on‰Û_ https://t.co/NkAQ1BTNDz,0
Democrat,RepMcEachin,"A5: Instead of leading on this issue, the president is essentially ceding our leadership role in combating one of t‰Û_ https://t.co/VBLzZxQVHc",0
Democrat,RepValDemings,I‰Ûªm celebrating National Foster Youth Month by helping to make the #FosterYouthVoices in my district heard! We cann‰Û_ https://t.co/QxQVaelHrU,0.7345
Republican,RepSteveStivers,"RT @RepBeatty: Proud to join @RepSteveStivers in support of designating the ""National Veterans Memorial and Museum"" in Central Ohio. #Honor‰Û_",0.7906
Democrat,RepOHalleran,"During the #NDAA markup, an amendment I introduced to require reports on senior officials' use of military aircraft‰Û_ https://t.co/mC1eoMdTGZ",0
Republican,RepDianeBlack,"RT @FRCAction: Thank you @RepDianeBlack for displaying unwavering commitment and consistent support of faith, family, and freedom! #TrueBlu‰Û_",0.9336
Republican,MarioDB,I was honored to welcome @POTUS to #Hialeah this afternoon to continue the conversation on tax reform and discuss t‰Û_ https://t.co/Xm5nkxJ0Tr,0.7783
Republican,CongMikeSimpson,"We‰Ûªre marching through South Dakota‰Ûªs Badlands National Park, home to rich sedimentary rock and millions of fossils. #hikewithMike",0.5574
Republican,RepBillJohnson,"RT @SpeakerRyan: All 126 employees at Sheffer Corp. in Ohio received $1,000 bonuses because of #TaxReform. Where Democrats see ""crumbs,"" ha‰Û_",0.5574
Republican,RepGoodlatte,"RT @SteveScalise: We're working to pass @RepGoodlatte &amp; @RepMcCaul's bill to secure the border, end chain migration, end the visa lottery s‰Û_",0.34
Democrat,RepBarragan,"RT @alaskawild: Thank you @RepBarragan, @RepJayapal, &amp; @RepMcEachin for leading the charge on this! Our agencies and leadership must reflec‰Û_",0.4199
Democrat,RepKihuen,Visiting the new Harbor Juvenile Assessment Center. The Harbor is a collaborative effort among community partners w‰Û_ https://t.co/ocWWI38nge,0
Democrat,RepCharlieCrist,PROUD of @Publix for doing the right thing #ForThePeople! https://t.co/LEAx3jhSPx,0.628
Democrat,RepRaskin,"RT @jstreetdotorg: Now LIVE: ""How J Street Has Helped Transform the Israel Conversation on Capitol Hill""@MoveOn's @DanKalik moderates the‰Û_",0
Republican,RepBillJohnson,@OhioMuseums Thank you for stopping by!,0.2942
Republican,FinancialCmte,Chairman @RepHensarling statement on Gary Cohn resignation ‰ Ò https://t.co/PFgYLuwGpj,-0.296
Republican,RepDianeBlack,I had the pleasure of meeting Jill &amp; Melissa - two strong #ProLife leaders who are using their voice to protect our‰Û_ https://t.co/eYAN6k8yoX,0.8625
Democrat,RepKihuen,Honored to attend the @LVMPD Police Academy graduation. Congratulations to Las Vegas‰Ûª newest police officers! Alway‰Û_ https://t.co/M7JGGgsjiG,0.8398
Republican,RepKayGranger,"Yesterday I had the privilege of meeting w/ Former First Lady  @laurawbush &amp; Her Excellency Rula Ghani, the First L‰Û_ https://t.co/GC1Fj6wEZF",0.7184
Republican,RepDianeBlack,"Don't forget to register for the 2018 #CongressionalArtCompetition by Friday, April 20th! The winning entry will be‰Û_ https://t.co/T15OLQcbrU",0.6551
Democrat,RepRaskin,"RT @USGPO: Congratulations to the graduates of GPO‰Ûªs 61st apprentice class!  GPO was honored to have @RepRaskin give remarks at the ceremo‰Û_",0.8398
Republican,FinancialCmte,Don‰Ûªt miss our hearing tomorrow w/testimony from @USTreasury Secretary @stevenmnuchin1. Watch live from our website‰Û_ https://t.co/CFLsWbETob,-0.1531
Republican,NatResources,"RT @PacificForum: Adm. Lloyd R. ‰ÛÏJoe‰Ûù Vasey's bill, which directs the @NatlParkService and the nonprofit Pacific Historic Parks to create a‰Û_",0.2732
Republican,SteveKingIA,Amnesty: A pardon for immigration law breakers coupled with the reward of the objective of their crime. #Amnesty destroys the Rule of Law.,-0.2732
Republican,RepSmucker,This Saturday - April 28th - is National Prescription Drug Take Back Day. Join me in fighting the opioid epidemic b‰Û_ https://t.co/XSUxgnE2Ty,-0.0772
Democrat,RepEspaillat,"Thank you to the @FDNY @NYPD first responders and emergency personnel who assisted residents, families and children‰Û_ https://t.co/Jg6JYEsq5g",-0.0258
Republican,RepMcClintock,Confronting the #IslamicState  http://t.co/LDnFANK5Jo ,-0.1531
Democrat,RepTomSuozzi,Wow! Congrats to the students at Half Hollow Hills School district that won the top team prize for the 2017 Siemens‰Û_ https://t.co/ZZ55TpNvAV,0.9459
Democrat,RepTomSuozzi,"The opioid epidemic across Long Island, and America, is a public health emergency, and needs to be treated that way‰Û_ https://t.co/Dh9B6yXptW",-0.3818
Democrat,RepStephMurphy,I‰Û÷m glad I was able to hear from so many #FL07 residents today during my ‰ÛÏCoffee with Your Congresswoman‰Ûù events in‰Û_ https://t.co/3S2MdjHOFH,0.4588
Democrat,RepEspaillat,Expanding the definition of ‰ÛÏpublic charge‰Ûù to discriminate &amp; hurt immigrant families runs counter to American idea‰Û_ https://t.co/zwUB5qYquV,-0.5267
Republican,HouseCommerce,"We are now considering H.R. 5582, Abuse Deterrent Access Act",-0.6369
Democrat,RepOHalleran,"Today we celebrate #EarthDay, originally established in 1970 in response to rising environmental concerns like poll‰Û_ https://t.co/SGJBq8m2mf",0.7351
Democrat,RepBRochester,"For information about how you may be affected by a government shutdown, please take a look at what federal services‰Û_ https://t.co/yWOUzmM2so",0.1779
Republican,SteveKingIA,@AnnCoulter is stark but on point far more than the anti-AR-15ers. Nikolas Cruz would have found another weapon &amp; i‰Û_ https://t.co/8I3hopqsY0,-0.4215
Democrat,RepRaskin,RT @TPMSPrincipal: CSpan was at TPMS today to recognize Dhruv Pai and Carina Guo - 2nd place winners of the C-SPAN Studentcam competition!‰Û_,0.5255
Democrat,RepJimmyPanetta,"Proud to join @DrNealDunnFL2 in introducing this bill, which authorizes USDA to promote the agriculture technologie‰Û_ https://t.co/3FfRTO75Tu",0.7845
Democrat,RepRoKhanna,My plan to expand earned income tax credit would offset stagnant wages and ultimately increase employment rates. https://t.co/zRLbdEtqDt,0.7351
Democrat,RepRoKhanna,RT @GKButterfield: .@OfficialCBC delegation is at @MerrittCollege to discuss #techquity and education. Tune in at 7 PM ET/4 PT to watch LIV‰Û_,0
Republican,RepFredUpton,This was an informative event hosted alongside @RepDebDingell -- ICYMI: Upton discusses mental health concerns with‰Û_ https://t.co/BtPsjMHsQB,0
Democrat,RepLouCorrea,My first amendments to improve @DHSGov and keep #USA safe just passed.,0.7003
Republican,RepMcClintock,Complete Economic Picture -- House Floor Remarks In Support Of HR 1874 Pro-Growth Budgeting Act  http://t.co/uGB9IN1MZx  #budget,0.4019
Democrat,RepValDemings,"RT @nytimes: ""Only a fool would trust the US to keep its word in a rogue state nuke deal now,"" wrote a professor of political science at Pu‰Û_",0.1027
Democrat,RepOHalleran,"RT @ASU: About 10,400 undergraduate students will be receiving their degrees tonight. 8,400 are Arizona residents, nearly 3,000 are online‰Û_",0
Democrat,RepPeteAguilar,"Watch live as we discuss our bipartisan #QueenOfTheHill rule to force a debate on a permanent DACA solution.https://t.co/EkzNPebBpG",0.3182
Democrat,RepStephMurphy,Great joining @WeAreUnidosUS and @RepDarrenSoto for a roundtable in #Orlando on federal issues affecting central Fl‰Û_ https://t.co/46ozea6hGY,0.6249
Democrat,RepCharlieCrist,What‰Ûªs your favorite Pinellas #SmallBiz and why?  #SmallBizWeek https://t.co/bMdyUwZLFg,0.4588
Republican,RepMcClintock,70 million acre feet water stored on Colorado River only 10 million stored on the Sacramento http://t.co/NXNG7srn4G  #cadrought #drought,0
Republican,RepGoodlatte,"On the Floor today: My balanced budget amendment, H.J.Res. 2. A constitutional amendment requiring a balanced budge‰Û_ https://t.co/xvzgFQFZVk",0
Republican,Transport,Scenes from this morning's Full Committee markup. #infrastructure https://t.co/9JgcQ91XOy,0
Democrat,RepJackyRosen,"‰ÛÏPhysics, mathematics, and computer science, not only have the highest male biases, with women being outnumbered by‰Û_ https://t.co/XMvneZhfrM",0
Democrat,RepCarbajal,ALERT: A mandatory evacuation order has been issued for Extreme Risk (red) areas due to a rapidly approaching winte‰Û_ https://t.co/6vbOWBgXFv,0.2808
Democrat,RepTedLieu,"RT @MSNBC: Rep. Lieu on North Korea: ""We have zero good military options"" https://t.co/OYnrWkT9QT",0.4404
Republican,MarioDB,We must show solidarity for the people of #Nicaragua. What is happening in Nicaragua cannot be tolerated. #Ortega c‰Û_ https://t.co/luGWAR6ZlR,0.296
Republican,RepMcClintock,A time of crisis for our national #forests. https://t.co/xdov512vNf @NatResources Federal Lands SubCmte hearing,-0.6249
Democrat,RepJimmyPanetta,I cosponsored the Abuse of the Pardon Power Prevention Act to create a disincentive against use of the pardon power‰Û_ https://t.co/2eDjS0lVJA,0.128
Republican,RepMimiWalters,"Today, the House passed legislation to help make schools more secure through early intervention and violence preven‰Û_ https://t.co/2SfEbNZfns",0.0754
Republican,RepMcClintock,THANK YOU @POTUS for protecting America's working families from the folly of #ParisAgreement.  American prosperity comes first!,0.5461
Republican,RepSteveStivers,"@wrightstate @usnistgov Innovation is key to growing our economy, and young scientists like Eric are the leaders an‰Û_ https://t.co/jPrdTs0XZy",0.7003
Republican,RepMimiWalters,"Thanks to #TaxReform, McDonald's is expanding tuition benefits for its employees! https://t.co/Q3VfGeDtyk",0.6996
Republican,JudgeTedPoe,I have long advocated for such a move &amp; have filed the SMART Border Act to do just this. @USCG has concurrent juris‰Û_ https://t.co/vDdFq2ZH0S,0.5319
Democrat,RepKihuen,RT @JuneMonroe3905: Got an email today that Congressman Kihuen cosponsored HR1270-The Living Donor Protection Act_ÙÕ_!!! My work is paying off‰Û_,0
Republican,Robert_Aderholt,"Today I welcomed fellow Alabamian and @TheJusticeDept Attorney General Jeff Sessions to the Commerce, Justice, Scie‰Û_ https://t.co/sJXO3l9pfd",0.7003
Democrat,RepCarbajal,"Today, former @HHSgov Secretary Tom Price admitted what we‰Ûªve known all along. By repealing the ACA's individual ma‰Û_ https://t.co/F4tmlxijyv",0.1027
Democrat,RepMcEachin,"If we leave polluters unchecked, or if we fail to regulate the waste they produce appropriately, many of us may liv‰Û_ https://t.co/PyUXQa416E",-0.8591
Democrat,RepOHalleran,Yavapai County has been designated as a primary natural disaster area due to the recent drought. If you are a farme‰Û_ https://t.co/jAWPC74TAH,-0.3818
Republican,NatResources,.@RepSchrader: I don't understand other Democrats who are opposed to this. #FixOurParks https://t.co/q6vAGTDU0H,0
Democrat,RepCarbajal,"Patient care should be based on what is best for the patient, not a healthcare provider‰Ûªs personal beliefs. I joine‰Û_ https://t.co/xLbNPNVdoA",0.8126
Democrat,RepKihuen,"RT @Journo_Jamie_: @RepKihuen is now addressing the council. ""We are taking this issue seriously at the federal level.""",-0.1779
Republican,RepFredUpton,. @SWMich is doing big things - great to check out the soon-to-open expansion of their nursing facility today #MI06 https://t.co/FXok0q7oXM,0.6249
Republican,RepTomGraves,RT @becky_btaylor: Packed house of city officials learning about agency resources at Congressman Tom Graves Local Government Svcs Day in Da‰Û_,-0.296
Republican,repdonyoung,RT @NatResources: .@SecretaryZinke has done what the Obama administration refused; he prioritized the lives &amp; well-being of Alaska Natives‰Û_,-0.296
Republican,RepGoodlatte,"_Ù_¬ H.J.Res 2, my balanced budget amendment, will be on the House floor for a vote next week. I challenge my colleagu‰Û_ https://t.co/Kfy3B3vtMt",0.0772
Republican,HouseCommerce,"#SubHealth is now considering H.R. 5197, Alternatives to Opioids (ALTO) in the Emergency Department Act",-0.3818
Democrat,RepOHalleran,"From a mishandled sexual assault case to abysmal educational outcomes, the @BureauIndianEdu has repeatedly failed t‰Û_ https://t.co/H3zp08Bec7",-0.7964
Republican,RulesReps,Chairman @PeteSessions proudly supported a measure to put an end to settlement slush funds. Read his statement here: https://t.co/EdYyXmU1GU,0.7096
Republican,RulesReps,At 12:30 @RepDougCollins will manage the combined rule for two @HouseJudiciary bills that restore Congress' Article I authority.,0.3612
Republican,RepKayGranger,"Today, the House passed the most sweeping, pro-growth tax reform since President Reagan. These tax cuts will ensure‰Û_ https://t.co/2MXsCNrF4N",-0.296
Republican,RepTomGraves,.@SpeakerRyan took me under his wing from my first day in the House. From the early days of our P90X workouts toget‰Û_ https://t.co/WxHVcWiOI9,0
Democrat,RepJackyRosen,Happy 68th birthday to the @NSF! My Code like a Girl STEM bill would create new NSF grants that will fund programs‰Û_ https://t.co/9Ky5ajY6Po,0.8588
Democrat,RepBarragan,RT @playbookplus: .@RepBarragan on what‰Ûªs at stake in the 2018 midterms: ‰ÛÏAnything with the word ‰Û÷Obama‰Ûª in it is under attack by this admi‰Û_,-0.4767
Republican,MarioDB,"With this bill, our local community is empowered to revitalize the roads, bridges, buses, and rail lines we use every day.",0
Republican,FinancialCmte,Chairman @RepHensarling criticizes @FannieMae bailout request ‰ Õ https://t.co/vV2ft0bUW0 #FannieMae @FHFA,-0.4215
Democrat,RepRoKhanna,"There are nearly 428,000 children in foster care at any given time in the US, most of whom wait two years before ge‰Û_ https://t.co/zPePSQWupD",0.4939
Republican,repdonyoung,Tune into @650keni now to catch my conversation with Rick Rydell. Listen in here ‰_Á•üè https://t.co/ifBakdOBJ4,0
Democrat,RepOHalleran,"Today my staff is in Winslow and Springerville to answer your questions about Social Security, Medicaid, and vetera‰Û_ https://t.co/CxSL7dPzZK",0.34
Republican,HouseCommerce,"Earlier this year, Members from both sides of the aisle took to the House Floor to discuss the importance of passin‰Û_ https://t.co/a6r6kHUowm",0.3612
Democrat,RepAlLawsonJr,"RT @AlzAdvocateFL: Thank you, Theresa Frederick, in @RepAlLawsonJr Tallahassee office for meeting with us yesterday &amp; for all your support‰Û_",0.3612
Democrat,RepJoshG,"Recently, we‰Ûªve seen fatal Amtrak and NJ Transit crashes in Hoboken, New Jersey, Washington state, South Carolina,‰Û_ https://t.co/rfRlAOlI58",-0.5423
Democrat,RepLouCorrea,RT @AnaheimFire: @OrangeUnifiedCA All other schools in Orange Unified School District will remain open tomorrow. Pls reference @OrangeUnifi‰Û_,0.4404
Democrat,RepCarbajal,I joined @AFGENational employees at the EPA yesterday to call on #PollutingPruitt to resign. At a time when the env‰Û_ https://t.co/PSoq48QVzw,-0.34
Democrat,RepCharlieCrist,Grateful to the scientists at @MyFWC for fighting to keep our Florida marine life healthy and coasts safe! https://t.co/LvwudxHTXR,0.75
Democrat,RepJimmyPanetta,"Met with representatives from Disabled American Veterans of California this week in my Washington, DC office. Than‰Û_ https://t.co/LLTbdG0YLI",0
Democrat,RepRoKhanna,"Now that he's out of office, @POTUS's former HHS Secretary Tom Price admits that repealing the individual mandate w‰Û_ https://t.co/FadwGYK9Wt",0.296
Democrat,RepTomSuozzi,Republicans have a deal on their tax plan -- bad news for Long Island and Queens families that rely on SALT! This a‰Û_ https://t.co/g3zCEFXpwD,-0.5848
Democrat,RepOHalleran,"My staff will be in Safford and Window Rock today to help you with your questions about military benefits, Social S‰Û_ https://t.co/KrAQDWXJYz",0.6486
Republican,Robert_Aderholt,Meeting with constituents this morning at the L'Rancho in Arab talking about the work that is awaiting us in Washin‰Û_ https://t.co/d1b5UvQ8i2,0
Republican,RepMimiWalters,My #WorkflexBill will help employees find a better work-life balance by providing paid leave and flexible work arra‰Û_ https://t.co/QkbsmU5z8m,0.743
Republican,RulesReps,At 3 PM the Committee will meet on CHIP &amp; the Protecting Seniors' Access to Medicare Act. Watch the hearing here -&gt; https://t.co/T2gPhftm6Z,0
Republican,RepFredUpton,"@Therealadambien @BobbyJoe1974 Dno what a burn is. Think folks should look at my record, rather than partisan talking points.",0
Democrat,RepCharlieCrist,"Clearwater tech industry is growing fast, bringing great jobs to our community. Keep innovating, Pinellas! https://t.co/Bai713tSIk",0.7263
Democrat,RepCharlieCrist,Praying for the safety of all those on the scene. Thank you to our brave first responders putting their lives at ri‰Û_ https://t.co/dTPM5qv8XZ,0.8807
Republican,RepSmucker,"RT @Jeff_Borghoff: On behalf of those of us living with Alzheimer's, thank you @RepAdams, @RepLouBarletta, @GKButterfield, and @RepSmucker‰Û_",0.3612
Republican,SteveKingIA,"RT @AllenWest: Today, take the time to pray for our Constitutional Republic, wisdom for our elected officials (they need it), pray for our‰Û_",0.7906
Democrat,RepPeteAguilar,House Democrats deserve the same deal our Senate colleagues got. This budget deal would have my support if‰Û_ https://t.co/uBCYb6VQfR,0.4019
Republican,RepSmucker,Now more than ever we must prioritize federal funding to combat the opioid epidemic that has swept across Pennsylva‰Û_ https://t.co/wFcNzs4Ql3,-0.34
Democrat,RepLouCorrea,Breaking up #families is not acceptable. Abandoning family to come to #America is a terrible way to bring new talen‰Û_ https://t.co/rZWAvKgoHI,-0.4363
Democrat,RepRaskin,"Terribly saddened and dumbfounded by the sudden loss of Kevin Kamenetz, a man who devoted his life to the people of‰Û_ https://t.co/NhN2BO3d5z",-0.8481
Democrat,RepKihuen,It was a pleasure meeting every single one of them. They had an impact on me. https://t.co/bTuEM3bggs,0.5719
Republican,MarioDB,"John Norman was a friend to many in #SWFL. A veteran of the Korean War, John was a permanent figure in our communit‰Û_ https://t.co/70jW2sMubO",-0.1779
Republican,RepTomGraves,"RT @HouseAppropsGOP: This morning at 10 AM, the Defense Subcommittee holds a hearing to review the @USArmy‰Ûªs FY19 budget request. Tune in‰Û_",0.128
Democrat,RepOHalleran,Today I joined Rep. Handel to introduce bipartisan legislation that holds the IRS accountable and ensures the Ameri‰Û_ https://t.co/xzy2kwEIoV,0
Democrat,RepOHalleran,"Over the last year, too many senior Admin officials abused government and military air travel and cost the American‰Û_ https://t.co/a9sde4MSVe",-0.5106
Democrat,RepOHalleran,I joined @repjimcooper to pen an op-ed on how Congress can take a big step in addressing the opioid epidemic. Read‰Û_ https://t.co/OMYOPGnM7B,0
Republican,CongMikeSimpson,In the long run it leads to less spending because we have better control and management of the forests #firefix‰Û_ https://t.co/5e6nx3NXcT,0.4404
Republican,RepBillJohnson,Met with Susan Geer in Ironton regarding military spouse survival benefits. Her husband served 24 years...she calle‰Û_ https://t.co/Sb3wAWiYWg,0.3818
Democrat,RepRaskin,"RT @AndrewFeinberg: Now @RepRaskin says ""I'm a little bit astonished that we've descended to the level of political theater and spectacle i‰Û_",0.323
Democrat,DonaldNorcross,"‰ÛÏRaising the minimum wage is a very efficient way to boost consumer demand‰ÛÓ and, in turn, businesses and the econom‰Û_ https://t.co/rnS4ailDvo",0.6997
Republican,DrPhilRoe,"During National #HospiceMonth, take a moment to learn about your caregiving options &amp; plan ahead. #hpm https://t.co/vpwYSihFvH",0
Democrat,RepRaskin,Outrageous. The Trump Administration's callous decision to cancel TPS for tens of thousands of Hondurans will rip a‰Û_ https://t.co/tHDwAYyJ7L,-0.6124
Democrat,RepDarrenSoto,RT @johnreichardwes: @RWitherspoon Participated in great Town Hall Meeting called by @RepDarrenSoto in Osceola County FL about finding ways‰Û_,0.6249
Democrat,RepDarrenSoto,RT @Nature_Florida: @RepDarrenSoto takes to the trails at our Disney Wilderness Preserve for the launch of the Florida Wildlife Corridor Ex‰Û_,0
Democrat,RepRaskin,RT @OceanLeadership: TY @RepRaskin for championing #mentoring as a way to support #educational achievement by cosponsoring H.Res683 to make‰Û_,0.8331
Democrat,RepTomSuozzi,"Let the #MarchMadness begin! Here's my bracket. I have Virginia, Xavier, Villanova and Duke in my Final 4, with Vil‰Û_ https://t.co/2jFU1WboSm",0
Democrat,RepAlLawsonJr,The 22.2 percent cut to the Army Corps of Engineers in the #TrumpBudget would be very harmful for the #JAXPORT deep‰Û_ https://t.co/dVXWbZMLWz,-0.2732
Republican,RepSteveStivers,RT @wsyx6: #UPDATE: 13-year-old Kylee Hassel is still missing. She was last seen Monday night near Tanglewood Blvd. https://t.co/jVLbY7HtEF‰Û_,-0.296
Republican,repdonyoung,Visiting members of the U.S. Coast Guard in Ketchikan &amp; touring CGC John McCormick ahead of commissioning‰Û_ https://t.co/Mtt6C3fLS9,0
Republican,RepKayGranger,"As Chairwoman of the Defense @HouseAppropsGOP, I look forward to working with my colleagues to deliver the extra mo‰Û_ https://t.co/g9f1dgZgaw",0.128
Republican,RepMcClintock,California Drains Reservoirs in the Middle of a Drought http://t.co/yRVJyPcNIA,0
Democrat,RepTomSuozzi,"Sitting together for #SOTU w/fellow Problem Solver, member of the Foreign Affairs Committee, CPA, and attorney‰Û_ https://t.co/oYouYJowe1",-0.4019
