Id,Party,Handle,Tweet,Sentiment,Category,Length
480,Democrat,RepSusanDavis,My deepest appreciation to the students of San Diego March for Our Lives for hosting today’s forum on gun violence.… https://t.co/9WZBz6mmAN,0.2263,GunControl,140
481,Democrat,RepSusanDavis,I'll keep fighting for legislation to stop gun violence. I'm cosponsoring bills to reinstate the assault weapons ba… https://t.co/jrQrDukpYy,-0.9509,GunControl,140
482,Democrat,RepSusanDavis,"As our hearts are with the victims of the school shooting in Maryland, I joined my Democratic colleagues to hold a… https://t.co/Mfw4BCbf6A",-0.3182,GunControl,139
483,Democrat,RepSusanDavis,I was on NBC San Diego's Politically Speaking pushing for Congress to prevent gun violence. I also discussed how ou… https://t.co/BOZ4Lan8tr,-0.7506,GunControl,140
484,Democrat,RepSusanDavis,"Instead of wasting tax dollars on a wall, President Trump should be coming to California to thank our immigrant com… https://t.co/xK0CzEFz47",-0.0516,Immigration,140
485,Democrat,RepSusanDavis,I'm hearing from many young people who are fearful and want Congress to act to prevent gun violence. Here's what on… https://t.co/FCyX1DJvk5,-0.8519,GunControl,140
486,Democrat,RepSusanDavis,I agree with 70% of America who supports stronger gun safety measures. I again joined in reintroducing legislation… https://t.co/pKuJGToeOc,0.7906,GunControl,139
487,Democrat,RepSusanDavis,"Once again, our judicial system has protected us against the cruel immigration policies of this administration. Mak… https://t.co/EmE1od5p3k",-0.2263,Immigration,140
488,Democrat,RepSusanDavis,Trump's claim that pulling Immigration &amp; Customs Enforcement out of our state would increase crime once again displ… https://t.co/OOpzaUQgV1,-0.296,Immigration,144
489,Democrat,RepSusanDavis,So inspired by the young people who took to the streets demanding action on gun violence. They’re showing the leade… https://t.co/fMPHor2bCa,-0.6003,GunControl,140
490,Democrat,RepSusanDavis,Yet another senseless shooting in America. My heart goes out to the families and victims. When will enough be enoug… https://t.co/HUuBjIECdE,-0.3182,GunControl,140
491,Democrat,RepSusanDavis,"The Conceal Carry Reciprocity Act will undermine California's gun safety measures, which is why I oppose #HR38. It'… https://t.co/YCzE0ntJMh",-0.2023,GunControl,140
492,Democrat,RepSusanDavis,"Sad to see yet another community shattered by gun violence. When will we say enough &amp; finally see real action?
https://t.co/4tgUjX7kf6",-0.9136,GunControl,138
493,Democrat,RepSusanDavis,Trump restricting women's access to birth control is another effort to use the govt to tell women how to live their… https://t.co/ptfTznAnTN,-0.3818,GunControl,140
494,Democrat,RepSusanDavis,Joined @repjohnlewis &amp; my friend &amp; former colleague @GabbyGiffords to honor the #LasVegas shooting victims &amp; demand… https://t.co/23gxDwAt3Q,0.6249,GunControl,152
495,Democrat,RepSusanDavis,Every single life lost to gun violence should elicit sorrow &amp; action. We've had too many moments of silence. It's t… https://t.co/jIwBXvXrlL,-0.9042,GunControl,144
496,Democrat,RepRickLarsen,"DOD’s annual report providing a plan for the nuclear weapons stockpile, delivery systems and command &amp; control is a… https://t.co/77iBrlP0jD",-0.4404,GunControl,144
497,Democrat,RepRickLarsen,RT @WNEULaw: CT Governor Dannel Malloy will be visiting campus TODAY from 1:30-2:15PM to give a lecture on the second chance criminal justi…,-0.34,Incarceration,140
498,Democrat,RepRickLarsen,Thank you to all who showed up to Saturday’s gun violence forum for a productive conversation. I ask you all to kee… https://t.co/csGp4PLSk3,-0.6124,GunControl,140
499,Democrat,RepRickLarsen,"TODAY: I'm hosting a gun violence forum. Speakers include students, SnoCo. Sheriff Office Captain Scott Parker, UW… https://t.co/BZlcZQnoSm",-0.7579,GunControl,139
500,Democrat,RepRickLarsen,"Join me for a forum on gun violence this Saturday in #Everett. The forum will feature student speakers, SnoCo. Sher… https://t.co/XokKT02hx4",-0.6486,GunControl,140
501,Democrat,RepRickLarsen,I’m meeting with the Bellingham Students for Action to discuss gun violence prevention. As co-chair of the School S… https://t.co/ysgJKpzlHL,-0.7579,GunControl,140
502,Democrat,RepMcNerney,"RT @EnergyCommerce: A year ago today, President Trump signed away your privacy rights by giving your internet service provider control of y…",0.34,GunControl,140
503,Democrat,RepMcNerney,"I joined my colleagues to demand common sense gun reform. As @GabbyGiffords says, the nation is counting on us. https://t.co/iZPW9nLdYx",-0.4404,GunControl,135
504,Democrat,RepMcNerney,We must #protectDREAMers and work toward comprehensive immigration reform. https://t.co/s4cWU432BY,0.25,Immigration,98
505,Democrat,RepMcNerney,"Instead of tackling the real problem that is our broken immigration system, this administration wants to roll back a policy 1/7",-0.7003,Immigration,127
506,Democrat,RepJohnYarmuth,Congratulations to @PRP_Panthers freshman Mallery Marshall on being voted the Community Choice winner of my 2018 Co… https://t.co/ctGWXtQW7g,0.8271,Abortion,140
507,Democrat,RepJohnYarmuth,"VOTE: Help pick the Community Choice winner of my 2018 Congressional Art Competition, featuring work by Louisville… https://t.co/i6qf05DWF4",0.7579,Abortion,139
508,Democrat,RepJohnYarmuth,"VOTE: Help pick the Community Choice winner of my 2018 Congressional Art Competition, featuring work by Louisville… https://t.co/mn8dxoMLJg",0.7579,Abortion,139
509,Democrat,RepJohnYarmuth,"VOTE: Help pick the Community Choice winner of my 2018 Congressional Art Competition, featuring work by Louisville… https://t.co/gS16iBsPPM",0.7579,Abortion,139
510,Democrat,RepJohnYarmuth,Great meeting with local student members of @FEFAKY advocating for common sense gun safety laws and safer schools. https://t.co/gXbynV6dkz,0.8074,GunControl,138
511,Democrat,RepJohnYarmuth,RT @repmarkpocan: I’m sporting this “F” pin to signify the grade that the @NRA gave me on my gun record in Congress. While they think the “…,-0.34,GunControl,140
512,Democrat,RepJohnYarmuth,RT @RepBonnie: I’m honored to have earned an F rating from the @NRA for supporting commonsense gun safety legislation. Alongside @RepJohnYa…,0.7964,GunControl,140
513,Democrat,RepJohnYarmuth,RT @RepBeatty: I am proud to wear this F rating pin today and every day. It stands for “fiercely fighting for families affected by gun viol…,-0.34,GunControl,140
514,Democrat,RepJohnYarmuth,"RT @RepCohen: The @NRA gave me an ""F"" rating for my votes in support of commonsense gun safety legislation, &amp; I couldn't be more pleased. I…",0.1223,GunControl,144
515,Democrat,RepJohnYarmuth,"RT @RepEsty: Growing up, I never wanted an “F” on a report card. The gun lobby’s test is one I’m proud to flunk. 

Glad to stand with @RepJ…",0.4767,GunControl,140
516,Democrat,RepJohnYarmuth,RT @BettyMcCollum04: I’m honored to have earned an F rating from the @NRA for supporting commonsense gun safety legislation. Alongside @Rep…,0.7964,GunControl,140
517,Democrat,RepJohnYarmuth,RT @RepMikeQuigley: Ending #GunViolence in America will require changes in our culture &amp; revisions in our gun laws. I'm proud of my F ratin…,0.1779,GunControl,144
518,Democrat,RepJohnYarmuth,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl,140
519,Democrat,RepJohnYarmuth,RT @RepTedDeutch: The students of Stoneman Douglas have been clear – America must #neveragain allow the profits of gun manufacturers to com…,0.6124,GunControl,140
520,Democrat,RepJohnYarmuth,"RT @JCPSYouth: @atherton_high students, staff, and alumni @RepJohnYarmuth #WearOrange in remembrance of school shooting victims throughout…",-0.3182,GunControl,139
521,Democrat,RepJohnYarmuth,Any elected official unwilling to seriously consider immediate gun safety measures is complicit in this shooting.… https://t.co/bTTXjX3GLc,-0.0772,GunControl,138
522,Democrat,RepTerriSewell,From the students protesting gun violence to the football players who take a knee to speak out for… https://t.co/QKCOirIojx,-0.8519,GunControl,123
523,Democrat,RepTerriSewell,Our children should be looking forward to their future not writing a will!  Congress must act to end the gun violen… https://t.co/ugNC1hbMbW,-0.4003,GunControl,140
524,Democrat,RepTerriSewell,Praying for the victims of the shooting yesterday at UAB Highlands Hospital. Our health professionals look out for… https://t.co/p30eTdxYkO,0.0516,GunControl,139
525,Democrat,RepTerriSewell,"My Facebook Live Town Hall is beginning soon! From the opioid crisis to gun violence, I’m going to answer questions… https://t.co/aKUNgbPPug",-0.8977,GunControl,140
526,Democrat,RepTerriSewell,"We must protect our schools from gun violence, accidental or not. Each year more students and teachers are killed i… https://t.co/jhA6ZWIsh9",-0.8658,GunControl,140
527,Democrat,RepTerriSewell,I cannot imagine the grief of the parents who lost their little girl today to gun violence at Huffman High School.… https://t.co/mXXvMkAHMY,-0.7329,GunControl,139
528,Democrat,RepTerriSewell,My heart is breaking tonight for those hurt and killed in the shooting today at Huffman High School. As we continue… https://t.co/n9QwdfPzmJ,-0.836,GunControl,140
529,Democrat,RepSarbanes,Wealthy and powerful internet service providers successfully repealed #NetNeutrality and took control over the inte… https://t.co/k4qFTQmQY9,0.8176,GunControl,140
530,Democrat,SupJaniceHahn,"I'm proud to stand with the immigrant advocates, union leaders, and workers who took to the streets today to protes… https://t.co/jx8MkqsCEf",0.4767,Immigration,140
531,Democrat,SupJaniceHahn,"A question on immigration status in the census will strike fear in the hearts of immigrant communities, skewing the… https://t.co/X4yQ8BNqSk",-0.5719,Immigration,140
532,Democrat,SupJaniceHahn,"Make no mistake, adding a question about immigration status on the US Census is not politics as usual- it's unprece… https://t.co/5HuELHKYYs",-0.5574,Immigration,140
533,Democrat,SupJaniceHahn,There’s no question that gun violence is a public health epidemic &amp; demands immediate action. Doctors don’t wait fo… https://t.co/bp7jk7JOfo,-0.8271,GunControl,144
534,Democrat,RepLindaSanchez,RT @CongBoyle: Proud to join @RepLindaSanchez and community stakeholders in my Philadelphia office to discuss immigration policy issues. #D…,0.6486,Immigration,140
535,Democrat,RepLindaSanchez,The Trump Administration is tearing children from their parents to punish immigrants seeking asylum at the border.… https://t.co/C7GXXjJdMu,-0.5267,Immigration,139
536,Democrat,RepLindaSanchez,The Trump Administration's sinister move of adding a question about citizenship on the #2020Census undermines our d… https://t.co/voVsIXL2KK,-0.743,Immigration,140
537,Democrat,RepLindaSanchez,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl,140
538,Democrat,RepStephenLynch,Today I attended a town hall w/@RepMikeCapuano to discuss gun violence &amp; the steps we must take to pass common sens… https://t.co/mCejsQUPKU,-0.7579,GunControl,144
539,Democrat,RepStephenLynch,I'll be live on WCVB's On the Record this morning to discuss the nationwide movement to end gun violence in our sch… https://t.co/mZi1AHDrcy,-0.7579,GunControl,140
540,Democrat,RepStephenLynch,We cannot afford to wait for one more tragedy. The time to pass common-sense gun legislation is NOW. #EndGunViolence,-0.796,GunControl,116
541,Democrat,RepStephenLynch,"No one law will end gun violence, but we must take steps to reduce these tragedies on our streets and in our school… https://t.co/sxSvb44zdN",-0.8271,GunControl,140
542,Democrat,RepStephenLynch,It is past time for Congress to step up and pass gun reform legislation that will protect our students and all of o… https://t.co/wMeSwgfuhm,0.0516,GunControl,140
543,Democrat,RepStephenLynch,The Trump administration’s budget cuts the Choice Neighborhoods Initiative – an essential program that helps revita… https://t.co/xXn7GeqeLK,0.1027,Abortion,140
544,Democrat,RepStephenLynch,Advocating for common-sense gun legislation does not hinder our freedoms or threaten the Second Amendment. We owe i… https://t.co/jiGhFfqMV3,-0.7085,GunControl,140
545,Democrat,RepStephenLynch,I joined Jon Keller this morning to talk about congressional leadership's inaction on gun safety measures and how D… https://t.co/MiUngYMu67,-0.1531,GunControl,140
546,Democrat,RepStephenLynch,"The Select Committee on Gun Violence Prevention would investigate causes of mass shootings, the background check sy… https://t.co/7XeTb2nFGy",-0.7579,GunControl,140
547,Democrat,RepStephenLynch,The Gun Show Loophole Closing Act would require purchases at gun shows to be subject to the same background checks… https://t.co/ypZswTjo74,-0.5859,GunControl,139
548,Democrat,RepStephenLynch,The Gun Trafficking Prevention Act would make it easier for federal law enforcement to go after people who buy guns… https://t.co/96hrujZEH6,0.1027,GunControl,140
549,Democrat,RepStephenLynch,"No one gun law will prevent every shooting in our country, but there are actions we can take to reduce gun violence… https://t.co/hSAcaihZNc",-0.6542,GunControl,140
550,Democrat,RepStephenLynch,"No single law will prevent gun violence, but we owe it to victims, their families, and the American people to act.… https://t.co/fzxpapCn81",-0.775,GunControl,139
551,Democrat,RepStephenLynch,Today we again mourn the loss of life due to gun violence at one of our nation’s schools. This is the 18th school shooting this year.,-0.891,GunControl,133
552,Democrat,RepStephenLynch,"Our country is facing a public health crisis due to gun violence, but the House is voting to allow states with the… https://t.co/FyyWER20Nj",-0.5346,GunControl,139
553,Democrat,RepStephenLynch,It is time for Congress to take action and pass common-sense gun legislation. These tragedies are preventable. We m… https://t.co/sKXPxzIQAS,-0.6486,GunControl,140
554,Democrat,RepStephenLynch,"No single law will prevent gun violence, but we owe it to victims and their families to act. Common-sense gun contr… https://t.co/Rctw0DbTX9",-0.8705,GunControl,140
555,Democrat,RepStephenLynch,"There was another tragic shooting yesterday. As we pray for the victims and their families, we must adopt common-se… https://t.co/C0cyvOKAq7",-0.3182,GunControl,140
556,Democrat,RepStephenLynch,"My thoughts and prayers are with the victims of the tragic shooting in Sutherland Springs, their families, and the First Baptist Church.",-0.6486,GunControl,136
557,Democrat,Call_Me_Dutch,Students from #Baltimore @calverthall participated in an exhibition debate on gun rights here on Capitol Hill yeste… https://t.co/NfQlY4laGN,-0.34,GunControl,140
558,Democrat,Call_Me_Dutch,"Enjoyed discussing college affordability, immigration + #LACROSSE w/ members of the @UMDSGA  from @UofMaryland… https://t.co/T6Q0tYaDM7",0.5106,Immigration,135
559,Democrat,Call_Me_Dutch,In #Baltimore taking a stand w/ my young constituents against gun violence #MarchForOurLives #EndGunViolence https://t.co/d3AM0e6qf8,-0.7579,GunControl,132
560,Democrat,Call_Me_Dutch,"Today 14,000 shoes are displayed on the lawn of the Capitol, representing every schoolkid lost to gun violence sinc… https://t.co/Xnfmp5nkgZ",-0.8316,GunControl,140
561,Democrat,Call_Me_Dutch,There is only one common thread across the gun violence epidemic in America – guns. Attempting to address this prob… https://t.co/FvDPknGhTk,-0.7579,GunControl,140
562,Democrat,Call_Me_Dutch,"RT @RepDonBeyer: “We need to enforce the laws already on the books,” say opponents of gun reforms, as they use Appropriations riders to ham…",-0.34,GunControl,140
563,Democrat,Call_Me_Dutch,"RT @NASRO_Info: A school resource officer ""won’t stop every school shooting ... but we will never know how many shootings these officers wi…",-0.1531,GunControl,140
564,Democrat,Call_Me_Dutch,Monitoring situaton at Loch Raven High School. No confirmation of gun or shooting. In touch w/ @BACOPoliceFire,-0.5574,GunControl,110
565,Democrat,Call_Me_Dutch,"RT @HouseDemocrats: Republicans have prevented the CDC from collecting data on gun violence since 1996. If you’re concerned about data, @Sp…",-0.7506,GunControl,140
566,Democrat,Call_Me_Dutch,Lt. Gen. Nakasone is a solid choice as next @NSAGov chief. Intelligence and cyber warriors keep us safe 24-7 and de… https://t.co/42buwYgip1,0.765,Abortion,140
567,Democrat,RepThompson,That’s why I introduced a bill transferring control of the cemetery from the city of Vallejo to the VA to help ensu… https://t.co/smeTaCkPp6,0.4019,GunControl,140
568,Democrat,RepThompson,Great time meeting with students at Credo High School and discussing what is being done to help prevent gun violenc… https://t.co/WYqNoTaunH,0.6705,GunControl,140
569,Democrat,RepThompson,"After yesterday’s shooting at the YouTube Headquarters, we are reminded that gun violence is an everyday epidemic a… https://t.co/pECBu8EBD4",-0.7579,GunControl,140
570,Democrat,RepThompson,"In case you missed it, another company is leading the way to help prevent gun violence. Last week, Citigroup announ… https://t.co/qJm6y35gRH",-0.7096,GunControl,140
571,Democrat,RepThompson,The administration’s decision to add a citizenship question to the 2020 Census is a grave mistake. It will cause tr… https://t.co/5PikQBXR4q,-0.6124,Immigration,140
572,Democrat,RepThompson,Honored to hear from students and parents at today’s Gun Violence Prevention and School Safety Town Hall in Napa. Y… https://t.co/Bbs1mPPrjy,0.0258,GunControl,140
573,Democrat,RepThompson,"ICYMI, my bills to help prevent gun violence – HR4240, HR4142, and HRes367 – were all endorsed by @SRCSchools. Prou… https://t.co/qG0mfgDRzp",-0.4019,GunControl,140
574,Democrat,RepThompson,Thank you to all the community members who joined me for today’s Discussion on Gun Violence Prevention. It was an i… https://t.co/kdcva1GYtU,-0.6124,GunControl,140
575,Democrat,RepThompson,REMINDER: Today I am hosting a Discussion on Gun Violence Prevention starting at 10am at the Heritage Presbyterian… https://t.co/PqMFi8ZSTQ,-0.7579,GunControl,139
576,Democrat,RepThompson,"TOMORROW, March 17th at 10am, I will be hosting a Discussion on Gun Violence Prevention at the Heritage Presbyteria… https://t.co/xxSlu5znVU",-0.7579,GunControl,140
577,Democrat,RepThompson,RT @cspanwj: ICYMI: Chair of the Gun Violence Prevention Task Force @RepThompson (D-CA) discussed gun violence prevention legislation https…,-0.9186,GunControl,140
578,Democrat,RepThompson,"RT @RepTedDeutch: 7,000 pairs of shoes. 7,000 children killed by gun violence since the Sandy Hook massacre in 2012. 

This. Has. To. Stop.…",-0.9001,GunControl,140
579,Democrat,RepThompson,"Stronger background checks are widely supported, including by 69% of NRA members, 78% of gun owners not part of the… https://t.co/dGjCMKPOCt",0.3612,GunControl,140
580,Democrat,RepThompson,"Today the White House released so-called proposals on gun violence, showing that as we feared, the President has co… https://t.co/B59Si3v3a3",-0.8658,GunControl,140
581,Democrat,RepLoisCapps,Never forget the 26 precious lives lost at #SandyHook. Americans are still asking for commonsense gun safety laws.… https://t.co/3zWmNyevQT,0.5371,GunControl,139
582,Democrat,RepLoisCapps,We must do more to protect victims and survivors of domestic violence from gun violence. My bill #HR2216 would help do that #DVAM16,-0.8218,GunControl,131
583,Democrat,RepLoisCapps,A gun in the house makes domestic violence situations 5x more deadly. Abusers should not have access to firearms — it's that simple. #DVAM16,-0.8854,GunControl,140
584,Democrat,RepLoisCapps,Pleased to speak at the @UnderTheGunDoc screening about the urgent need for action to address the gun violence epid… https://t.co/eTSlAPQLhV,-0.4215,GunControl,140
585,Democrat,RepLoisCapps,RT if you think we've had enough moments of silence for gun violence. We need moments of action. @SpeakerRyan: give us a vote #NotOneMore,-0.7579,GunControl,137
586,Democrat,RepLoisCapps,".@PewResearch: 85% of Americans support closing gun show loophole. @SpeakerRyan, it's time to give us a vote #CloseTheLoophole #NotOneMore",0.0772,GunControl,138
587,Democrat,RepLoisCapps,2/3 gun-related deaths are suicides. Congressional action on gun safety would help curb these terrible tragedies. #StopSuicide #NSPW16,-0.4404,GunControl,134
588,Democrat,RepLoisCapps,Today LGBTQ &amp; gun violence prevention advocates are in DC to demand that we #DisarmHate. I stand w/them #NotOneMore https://t.co/5ITIpJ8KCO,-0.7906,GunControl,143
589,Democrat,RepLoisCapps,"Another nightclub shooting, this time of teenagers, reminds us again of the horrors of gun violence. My thoughts are w/ #FtMyers #NotOneMore",-0.8807,GunControl,140
590,Democrat,RepLoisCapps,"RT @JanelAGeorge: A woman's ability to control if, when, &amp; how to have children is central to her well-being and econ. security @RepLoisCap…",0.5719,GunControl,144
591,Democrat,RepLoisCapps,We won't ignore the gun violence. Today I continue to demand that Congress vote to #DisarmHate &amp; say #NotOneMore. https://t.co/cpa4jX2CHP,-0.3515,GunControl,141
592,Democrat,RepLoisCapps,RT @YvetteClarke: FACT: 91 people per day die from gun violence. RT to say it's far past time we #disarmhate. https://t.co/i2FiFALmyd,-0.886,GunControl,133
593,Democrat,RepLoisCapps,"RT @NancyPelosi: .@SpeakerRyan: Americans want us to #DisarmHate with commonsense gun reform, not an @NRA-written bill. https://t.co/dy4Rdn…",-0.2732,GunControl,140
594,Democrat,RepLoisCapps,"RT @RepLoisFrankel: .@SpeakerRyan, no more moments of silence without action. Americans want commonsense gun legislation to #DisarmHate. ht…",-0.5889,GunControl,140
595,Democrat,RepLoisCapps,"For 26 hrs we stood against gun violence. The #SitIn ends, but we're just getting started. Rs can't keep ignoring this debate. #NotOneMore",-0.0933,GunControl,138
596,Democrat,RepLoisCapps,More than 80% of Americans support the commonsense #NoFlyNoBuy gun safety measure. @HouseDemocrats are #sittingin to represent them.,0.4767,GunControl,132
597,Democrat,RepLoisCapps,Spoke earlier at #HouseDems #SitIn abt the majority of Americans who want commonsense gun safety laws. We hear you. https://t.co/xX1HTGNgXO,0.1779,GunControl,139
598,Democrat,RepLoisCapps,"We are #sittingin in honor of communities, like IV, that have suffered from gun violence. #NotOneMore on @HouseDemocrats' watch. cc @riromtz",-0.6124,GunControl,140
599,Democrat,RepLoisCapps,".@HouseDemocrats will not be idle on gun violence, which is why we are #sittingin for #NoFlyNoBuy #NoMoreSilence https://t.co/dszZowqMEz",-0.7579,GunControl,136
600,Democrat,RepLoisCapps,Frustrated by inaction and proud to #SitIn w/ @HouseDemocrats to demand a vote on gun safety now. We refuse to wait for the next tragedy.,-0.8402,GunControl,137
601,Democrat,RepLoisCapps,RT @repjohnlewis: We have turned deaf ears to the blood of the innocent &amp; the concern of our nation. We will use nonviolence to fight gun v…,-0.3818,GunControl,144
602,Democrat,RepLoisCapps,#NotOneMore parent should have to lose a child to gun violence. Thank you to @riromtz for continuing to speak out. https://t.co/uUTKvYLPx4,-0.7717,GunControl,138
603,Democrat,RepZoeLofgren,Vietnam's continued incarceration of political prisoners demonstrates their lack of commitment and respect for huma… https://t.co/lrm6rSDx33,0.0258,Incarceration,140
604,Democrat,RepZoeLofgren,"And worse, the medical neglect of pregnant women in immigration detention was well documented in a recent administr… https://t.co/JLlLT0fZIV",-0.7579,Immigration,140
605,Democrat,RepZoeLofgren,"RT @RepEsty: You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 birthdays, h…",-0.9001,GunControl,140
606,Democrat,RepZoeLofgren,RT @RepTedDeutch: The students of Stoneman Douglas have been clear – America must #neveragain allow the profits of gun manufacturers to com…,0.6124,GunControl,140
607,Democrat,RepZoeLofgren,"We reject @realdonaldtrump's attempts to divide immigrant communities by race, religion and nationality #cleandream… https://t.co/l7y4qR6N1x",-0.4019,Immigration,140
608,Democrat,RepZoeLofgren,S. 139 would allow the Trump Administration to use this powerful tool against DREAMers and others without immigration status.,0.631,Immigration,125
609,Democrat,RepZoeLofgren,"Result of unjust, inhumane immigration enforcement policy that's shown no mercy, not even for a sick disabled child… https://t.co/zSorJYSDuR",-0.0767,Immigration,140
610,Democrat,RepZoeLofgren,Disturbing that ORR Director Lloyd can't answer whether immigrant children are protected by the Constitution… https://t.co/mmz58Pf0N6,-0.1027,Immigration,133
611,Democrat,RepZoeLofgren,"RT @RepPeteAguilar: .@realDonaldTrump’s attacks on #DREAMers cut to the core of communities, and his extremist immigration ""principles"" wil…",-0.6124,Immigration,140
612,Democrat,RepZoeLofgren,"The Dream Act of 2017 (H.R. 3440), would grant #DACA recipients the legal status and path to citizenship that they deserve #ProtectDREAMers",0.6124,Immigration,139
613,Democrat,RepZoeLofgren,"RT @RepKihuen: Trump's attack on #DACA dishonors our values. I was undocumented once. Now, I'm fighting to #ProtectDREAMers &amp; pass the DREA…",-0.4404,Immigration,144
614,Democrat,RepZoeLofgren,Democrats stand united in our support for #DACA recipients.  H.R. 3440 would grant them the legal status &amp; path to citizenship they deserve,0.8176,Immigration,143
615,Democrat,RepMaloney,I will continue to fight any @realDonaldTrump - @VP attack on affordable birth control and family planning. A domes… https://t.co/WYQNYxZD9p,-0.6908,GunControl,140
616,Democrat,RepMaloney,It's no secret that immigrant rights are under attack. Tomorrow from 6:30-8:30 @NydiaVelazquez and I are cosponsori… https://t.co/Qo0mKLDq4U,-0.6486,Immigration,140
617,Democrat,RepMaloney,"I couldn't agree more w/ Mayor of #Nashville: ""Clearly the victims of this shooting deserve our prayers and our tho… https://t.co/fir2fQA4dm",-0.1803,GunControl,140
618,Democrat,RepMaloney,"57% of teens worry a shooting will happen at their school. High school is hard enough, worrying about being shot in… https://t.co/SbOVEMf1ru",-0.6908,GunControl,140
619,Democrat,RepMaloney,"For too many survivors of domestic abuse, fleeing to and seeking asylum in the US is their best, and only, chance a… https://t.co/Ei2Xxdzwnd",0.25,Immigration,140
620,Democrat,RepMaloney,"Great to be with my youth council talking about gun safety, #MeToo, consumer protection, and foreign policy-these s… https://t.co/4Z56e3QJSf",0.6705,GunControl,140
621,Democrat,RepMaloney,.@realdonaldtrump’s attempt to add a citizenship question to the census poses a serious threat to our city &amp; democr… https://t.co/rxSdYXTies,-0.5719,Immigration,144
622,Democrat,RepMaloney,"RT @hansilowang: DOJ says it needs #2020census citizenship Q to better enforce Voting Rights Act. But Dem @RepMaloney of NY says, “It's abo…",0.4404,Immigration,140
623,Democrat,RepPeterDeFazio,RT @TransportDems: Privatizing our Air Traffic Control system would dismantle the largest &amp; safest aviation system in the world. #DontPriva…,0.4019,GunControl,144
624,Democrat,RepPeterDeFazio,"RT @TransportDems: ""The airline industry needs to focus on getting its own house in order instead of extending its reach to control our ski…",0.0258,GunControl,140
625,Democrat,RepAnnaEshoo,RT @mvvoice: Students from #MountainView and #LosAltos high schools join #NationalSchoolWalkout to protest gun violence. https://t.co/a4qs6…,-0.743,GunControl,140
626,Democrat,RepAnnaEshoo,"RT @RepTedDeutch: 7,000 pairs of shoes. 7,000 children killed by gun violence since the Sandy Hook massacre in 2012. 

This. Has. To. Stop.…",-0.9001,GunControl,140
627,Democrat,RepAnnaEshoo,"Devastated by the horrific news of a school shooting coming out of Parkland, Florida today. My heart and mind are w… https://t.co/7Zi0fnE9Rl",-0.8555,GunControl,140
628,Democrat,RepBarbaraLee,RT @SenWarren: The @OfficialCBC is hosting a Twitter town hall right now on our broken criminal justice system. This is a powerfully import…,-0.4767,Incarceration,140
629,Democrat,RepBarbaraLee,Many families seeking asylum are fleeing unimaginable violence &amp; terror. Tearing these children from their parents… https://t.co/kjhuHrQ0bs,-0.8176,Immigration,143
630,Democrat,sethmoulton,Sending the National Guard to the southern border does nothing to fix our broken immigration system and it strains… https://t.co/tepmF8AAd6,-0.4767,Immigration,139
631,Democrat,sethmoulton,"""Since Sandy Hook, more kids have been victims to gun violence than the number of US troops killed since 9/11."" 

P… https://t.co/bpSougdMfa",-0.9186,GunControl,140
632,Democrat,sethmoulton,My bill with @RepCurbelo to ban bump stocks was cosponsored by more Republicans than any other gun safety bill in r… https://t.co/OoPNOtFaS8,-0.4939,GunControl,140
633,Democrat,sethmoulton,RT @talataman: Thank you to all those that marched in cities like Boston and D.C. around the world to demand an end to gun violence. #Enoug…,-0.4588,GunControl,140
634,Democrat,sethmoulton,"Massachusetts has some of the strongest gun laws in the country, and they work: in 2016, our state had the lowest r… https://t.co/Ohrn8Xe7eo",-0.2732,GunControl,140
635,Democrat,sethmoulton,"This Saturday, students and members of our communities will take a stand against gun violence, and the organizers o… https://t.co/tamPVXpRjo",-0.7579,GunControl,140
636,Democrat,sethmoulton,"Last week, these students in Maryland took a stand against gun violence. Today, there was a shooting in their schoo… https://t.co/4F8yNXITBu",-0.7579,GunControl,140
637,Democrat,RepJimCosta,DEADLINE: MIDNIGHT TOMORROW - You can apply for Housing Choice Voucher Interest List for @FresnoCountyCA &amp;… https://t.co/rv9uCOZ7uj,0.4588,Abortion,135
638,Democrat,RepJimCosta,UNTIL MAY 15th ONLY - Individuals can apply for the Housing Choice Voucher Interest List for @FresnoCountyCA &amp;… https://t.co/sl5lXr2NMG,0.4588,Abortion,139
639,Democrat,RepJimCosta,Our #SanJoaquin Valley is blessed w/ the rich culture &amp; countless contributions of our vibrant immigrant communitie… https://t.co/CBWlmoDNfC,0.8979,Immigration,144
640,Democrat,nikiinthehouse,I applaud the organizers of @AMarch4OurLives for keeping the conversation going on the need for commonsense gun saf… https://t.co/C4U24PzQxN,0.1531,GunControl,140
641,Democrat,RepMcGovern,"RT @JamieEldridgeMA: Honored to listen to @RepGutierrez, guest of @RepMcGovern, speak at #Worcester #YMCA on #PuertoRico. Immigration refor…",0.5859,Immigration,140
642,Democrat,RepMcGovern,"RT @ElizabethCahn: .@RepMcGovern Thank you Jim, for standing up for immigrant communities. Immigrants make us better and stronger as a nati…",0.7906,Immigration,140
