Key,Party,Handle,Tweet,Sentiment,Category
370,Democrat,RepVeasey,".@POTUS keeps breaking up immigrant families. 1st Nicaragua, Honduras, &amp; Haiti. Today's decision to not #SaveTPS =… https://t.co/Sbrwr52gNp",0.0,Immigration
371,Democrat,RepVeasey,Join me at my #DACA Summit and Immigration Town Hall TODAY at 10:00 AM  w/ Special Guest @RepLindaSanchez. Details… https://t.co/QOfwbRHYy4,0.5994,Immigration
372,Democrat,RepVeasey,"Last night .@POTUS cruelly ended immigration protections for 50,000 Haitians, many of whom have proudly contributed… https://t.co/bbamxFiiAO",-0.0516,Immigration
373,Democrat,RepSeanMaloney,"RT @SPECNewsHV: ""Students across the country are leading the national conversation on gun violence in our schools,"" @RepSeanMaloney said, a…",-0.7579,GunControl
374,Democrat,RepSchneider,"Discussing the need to take action to reduce gun violence with @SenatorDurbin and Elizabeth Porter, a student at La… https://t.co/v6MiOnt0Ri",-0.7579,GunControl
375,Democrat,RepSchneider,"James Shaw Jr.'s bravery and quick thinking saved many lives at this weekend's horrific shooting in Nashville, TN.… https://t.co/WT5pNbOv8K",0.1531,GunControl
376,Democrat,RepSchneider,Today marks eleven years since the shooting on Virginia Tech's campus that left 32 people dead. We owe it to the vi… https://t.co/3KVJhVD27W,-0.6486,GunControl
377,Democrat,RepSchneider,Speaking at the student forum on preventing gun violence at Adlai E. Stevenson High School in Lincolnshire.… https://t.co/X4HUUCu4Ay,-0.765,GunControl
378,Democrat,RepSchneider,Proud to stand with @MomsDemand and students across the Tenth District who are working to reduce gun violence and s… https://t.co/F2Ns9xgAta,-0.5267,GunControl
379,Democrat,RepHuffman,New #offthecuff podcast features highlights from my recent student summit on gun violence prevention at… https://t.co/YHb4WGO6uK,-0.7579,GunControl
380,Democrat,RepHuffman,I just published “New Episode: Gun Violence Student Summit” https://t.co/E2gYJWWMUL,-0.7579,GunControl
381,Democrat,RepHuffman,I’m very honored to receive an “F” grade from the @NRA for my efforts to pass commonsense gun safety legislation. L… https://t.co/MaNQXmrrbg,0.6697,GunControl
382,Democrat,RepHuffman,Huge thanks to the students of Lagunitas MS &amp; Casa Grande High for inviting me to talk with you about gun violence.… https://t.co/CrbJufRmhU,0.6249,GunControl
383,Democrat,RepHuffman,RT @ericthomaskgo: North Bay Cong. Jared Huffman talks about school safety and gun violence at Casa Grande High in Petaluma. https://t.co/V…,-0.5719,GunControl
384,Democrat,RepHuffman,Talk is cheap. Look at @realdonaldtrump’s budget &amp; actions of GOP Congress to see how they really feel about gun sa… https://t.co/7GStIP9Fqy,-0.3947,GunControl
385,Democrat,RepHuffman,"A moment of silence won’t ease suffering in Parkland, FL. We need to pass commonsense gun violence prevention legis… https://t.co/4oZh13Pu4d",-0.7964,GunControl
386,Democrat,RepHuffman,Grateful to my friend @RepCarbajal for leading on this effort. It's one of many gun violence protection bills that… https://t.co/BCfVRbPqAH,-0.0772,GunControl
387,Democrat,RepHuffman,Americans deserve meaningful choice in local news. That’s why I intro’d a bill to close #sinclair merger loophole https://t.co/37uX7169aV,0.3182,Abortion
388,Democrat,RepHuffman,New #offthecuff podcast! Tune in to hear expert @davidchipman of @resp_solutions discuss gun violence prevention https://t.co/SmwF1ED8Aa,-0.7777,GunControl
389,Democrat,RepHuffman,I just published “NEW EPISODE: Commonsense Gun Violence Prevention w. David Chipman” https://t.co/EJXpM30vTt,-0.7579,GunControl
390,Democrat,RepHuffman,"Per Marin County, Sausalito fire evacuations are reversed &amp; fires are under control https://t.co/0cWPrkp4Mn",-0.34,GunControl
391,Democrat,RepDennyHeck,The decision to add a citizenship question to the #2020Census will have long-lasting consequences for cities &amp; stat… https://t.co/b6tSBprFKj,0.0,Immigration
392,Democrat,RepDennyHeck,Including a citizenship question in the #2020Census only serves to suppress participation &amp; will result in inaccura… https://t.co/YeqJpGJ0N3,0.0,Immigration
393,Democrat,RepDennyHeck,Sanctioning the Russian oligarchs who are connected to organize crime  and help finance these criminal acts on Puti… https://t.co/70heCy8ZwV,-0.6369,Incarceration
394,Democrat,RepDennyHeck,"The ACA made preventative care and birth control free, and banned insurers from discriminating against pre-existing… https://t.co/MNuDmOF85g",0.5423,GunControl
395,Democrat,RepDennyHeck,"And we are ready to make even more progress. #ProtectDreamers, push for more reforms to gun laws so we can say… https://t.co/L60KulLuo9",0.4459,GunControl
396,Democrat,RepDennyHeck,We do what we should have done long ago to help prevent senseless gun violence. We pledge to do even more.… https://t.co/pMJhkJtnBe,-0.5719,GunControl
397,Democrat,RepDennyHeck,"Students in my district, like Aylish in DuPont, have had enough of inaction from Congress on gun violence, and so h… https://t.co/q40vxW7F9R",-0.7184,GunControl
398,Democrat,TulsiPress,Our criminal justice system is broken and unsustainable. According to the Hawaiʻi Department of Public Safety (PSD)… https://t.co/6ESw1hdCu4,-0.0772,Incarceration
399,Democrat,RepLujanGrisham,Americans want action to #EndGunViolence. #DYK that 97% of gun owners want to see #Congress require background chec… https://t.co/b4M5qAkRHa,-0.2023,GunControl
400,Democrat,RepEsty,Pleased to see Connecticut continue to lead by example in preventing future gun violence after a bipartisan vote in… https://t.co/H1pgiQEw6K,-0.5719,GunControl
401,Democrat,RepEsty,Forever inspired by these students who are standing up and standing together to take action in preventing gun viole… https://t.co/WWXEHGRgTW,0.1779,GunControl
402,Democrat,RepEsty,"During today’s school safety forum, @NicoleHockley said that when she first heard about the shooting in #Parkland,… https://t.co/c0FL5F0Adm",0.4215,GunControl
403,Democrat,RepEsty,Providing the CDC the tools &amp; materials they need to act on their findings as it pertains to gun violence preventio… https://t.co/x153g9tS04,-0.7579,GunControl
404,Democrat,RepEsty,We can harness the resources and technology available to us today to change the conversation around gun violence. It's time for action.,-0.7579,GunControl
405,Democrat,RepEsty,"Growing up, I never wanted an “F” on a report card. The gun lobby’s test is one I’m proud to flunk. 

Glad to stand… https://t.co/rgyT96i9YH",0.4767,GunControl
406,Democrat,RepEsty,"You see 7,000 pairs of shoes to represent 7,000 children killed due to gun violence since Sandy Hook. I see 7,000 b… https://t.co/stbJqXY5iJ",-0.9001,GunControl
407,Democrat,RepEsty,"The administration's guns plan does nothing to expand background checks, says nothing about the gun lobby's dangero… https://t.co/AzzVaRfBa3",0.0191,GunControl
408,Democrat,RepDerekKilmer,Census experts say the citizenship question could lead to millions of people - including legal residents - not part… https://t.co/BG4yuLrJdC,0.128,Immigration
409,Democrat,RepDerekKilmer,Census experts say the citizenship question could lead to millions of people - including legal residents - not part… https://t.co/8pXljU5mp2,0.128,Immigration
410,Democrat,RepAnnieKuster,Time to act – The House just held the 43rd moment of silence for gun violence victims since the tragedy at Sandy Ho… https://t.co/5av68XlQl9,-0.9217,GunControl
411,Democrat,RepJoeKennedy,"We can prevent 27,000 funerals every single year with effective, thoughtful gun violence prevention laws. Massachus… https://t.co/75VWKGer4p",-0.5106,GunControl
412,Democrat,RepJoeKennedy,"RT @RepTedDeutch: 7,000 pairs of shoes. 7,000 children killed by gun violence since the Sandy Hook massacre in 2012. 

This. Has. To. Stop.…",-0.9001,GunControl
413,Democrat,RepJoeKennedy,RT @BosPublicRadio: .@RepJoeKennedy joins us on the line to talk about gun control reform in the wake of the Parkland shooting: https://t.c…,-0.34,GunControl
414,Democrat,RepJoeKennedy,RT @RepTedDeutch: The students of Stoneman Douglas have been clear – America must #neveragain allow the profits of gun manufacturers to com…,0.6124,GunControl
415,Democrat,RepJoeKennedy,"RT @TheView: .@RepJoeKennedy challenges Republicans who blame the Florida school shooting on mental health: ""Don't turn around and tell me…",-0.2732,GunControl
416,Democrat,RepJoeKennedy,"RT @TheView: ""THOUGHTS AND PRAYERS AREN'T DOING IT."" @RepJoeKennedy on holding Congress accountable for gun control reform in wake of shoot…",-0.34,GunControl
417,Democrat,RepJoeKennedy,"RT @EnergyCommerce: WATCH @USRepKCastor, @RepSarbanes and @RepJoeKennedy push for gun violence prevention research at a hearing today with…",-0.7579,GunControl
418,Democrat,RepJoeKennedy,RT @DeanObeidallah: Just interviewed @RepJoeKennedy about the Florida shooting and trump's refusal to discuss access to guns when talking g…,0.0,GunControl
419,Democrat,RepJoeKennedy,"RT @HouseDemocrats: “We are bombarded with one false choice after another: coal miners or single moms, rural communities or inner cities, t…",0.0,Abortion
420,Democrat,RepLowenthal,"19 years ago, a mass shooting took 13 lives at Columbine. The need to end gun violence once and for all has only become more urgent.",-0.6605,GunControl
421,Democrat,RepLowenthal,The Mueller probe is no witch hunt—it is a criminal investigation which has already produced charges and has operat… https://t.co/oVewM4rTDu,-0.8481,Incarceration
422,Democrat,RepLowenthal,"187,000 students have experienced a school shooting since Columbine. This is a uniquely American tragedy. And its o… https://t.co/EuZJGhK58f",-0.6597,GunControl
423,Democrat,RepLowenthal,The NRA gave me an “F” for my work to pass gun safety legislation &amp; #EndGunViolence once and for all. I’m wearing i… https://t.co/4dN4YbbhzI,0.1027,GunControl
424,Democrat,RepLowenthal,"So inspired by all those who took a stand to demand action to end gun violence this week. I hear you, I stand with… https://t.co/OQKNZxdInp",-0.5434,GunControl
425,Democrat,RepLowenthal,"Californians will keep fighting for bridges, not walls. We fight for tolerance and for our immigrant friends and ne… https://t.co/XrWghsA2zF",0.6103,Immigration
426,Democrat,RepLowenthal,"The real inquiry is being performed by the Special Counsel, who has secured numerous guilty pleas and criminal char… https://t.co/RlfM9Ir8AW",-0.2023,Incarceration
427,Democrat,USRepRickNolan,Proud to cosponsor the Gun Violence Restraining Order Act. This is a common-sense bill that will help save lives –… https://t.co/VBVBVuHPCR,0.3612,GunControl
428,Democrat,USRepRickNolan,I want to commend the students of Douglas High School for making their voices heard on gun safety. Throughout Ameri… https://t.co/vLYDI8B0BD,0.5574,GunControl
429,Democrat,RepGraceMeng,"Thank you @NAPABA for dropping in and speaking with me about immigration issues, recognizing Chinese American WW2… https://t.co/xYHgo8trji",0.3612,Immigration
430,Democrat,RepGraceMeng,Placing a citizenship question in the #2020Census is a terrible idea that will likely lead to an inaccurate count.… https://t.co/wYL4neJYTr,-0.4767,Immigration
431,Democrat,RepGraceMeng,The #census director’s acknowledgement that a citizenship question may decrease response rates among immigrants is… https://t.co/md8nzbEPYG,0.0,Immigration
432,Democrat,RepGraceMeng,"At a hearing today, I questioned US #Census Bureau head Ron Jarmin about the impacts of adding a citizenship questi… https://t.co/bJlyg38K2z",-0.1027,Immigration
433,Democrat,RepGraceMeng,I also oppose the administration’s plan to include a citizenship question in the #2020Census. We don’t need a citiz… https://t.co/6VeJYT9di2,0.0,Immigration
434,Democrat,RepGraceMeng,Proud to stand with @AAAJ_AAJC and @CAPAC on the importance of modernizing our family immigration system. Aspiring… https://t.co/zJ4lc8yoZe,0.6808,Immigration
435,Democrat,RepGraceMeng,"Last week, I penned an #OpEd highlighting why I’m opposed to including a citizenship question in the #2020Census. Y… https://t.co/tTBhhOoNb3",0.0,Immigration
436,Democrat,RepGraceMeng,Thank you @AGSchneiderman for leading this multi-state lawsuit against a citizenship question in the #2020Census. A… https://t.co/UqC0vFfrJ4,0.1531,Immigration
437,Democrat,RepGraceMeng,#ICYMI - I wrote an #OpEd on my opposition to a citizenship question in the #2020Census via @NYDailyNews https://t.co/imBwgGL6sh,0.0,Immigration
438,Democrat,RepGraceMeng,I stand with @HispanicCaucus and @CAPAC in our shared opposition to including a citizenship question in the… https://t.co/biXSGEmIka,0.34,Immigration
439,Democrat,RepGraceMeng,Check out my #OpEd on my opposition to a citizenship question in the #2020Census via @NYDailyNews https://t.co/imBwgGL6sh,0.0,Immigration
440,Democrat,RepGraceMeng,"We don’t need a citizenship question, we need an accurate census to guide how many seats in the House of Representa… https://t.co/RLoItAl1Ht",0.0,Immigration
441,Democrat,RepGraceMeng,I am adamantly opposed to including a citizenship question that has undergone no testing and could derail a success… https://t.co/BI9z5k9SQV,-0.5267,Immigration
442,Democrat,RepGraceMeng,"A moment of silence won’t ease the suffering in Parkland, FL. I’m calling for swift passage of gun safety legislati… https://t.co/IcqtnJoecQ",0.1531,GunControl
443,Democrat,RepGraceMeng,It shouldn’t take another 17 deaths for Congress to finally take action to prevent gun violence. We must be allowed… https://t.co/GHQ8g359Qv,-0.7506,GunControl
444,Democrat,RepGraceMeng,My heart goes out to the victims and families of the devastating school shooting in Florida. I cannot imagine the p… https://t.co/6Yj2euJ29J,-0.765,GunControl
445,Democrat,RepGraceMeng,"I will continue to fight to keep family reunification as a pillar of our immigration system because it works, becau… https://t.co/Lvz8BC8UCu",-0.3818,Immigration
446,Democrat,RepGraceMeng,"RT @AAAJ_AAJC: .@RepGraceMeng: ""Without family immigration system, I would not be here today."" https://t.co/rWWt0FHI0y",0.0,Immigration
447,Democrat,RepGraceMeng,"Unifying families must remain a pillar of our immigration system, and efforts to eliminate family-based immigration… https://t.co/8hkpsyiI5V",0.0,Immigration
448,Democrat,RepDanKildee,"Happy Birthday, @RepTedDeutch! Proud to fight with you to reduce gun violence in America.",-0.3802,GunControl
449,Democrat,RepDanKildee,"Happy Birthday, @RepRobinKelly! Proud to work with you to decrease gun violence in America.",0.1511,GunControl
450,Democrat,RepDanKildee,Sat down with students from across the district today to discuss ways we can prevent gun violence and keep our scho… https://t.co/DKj5mrK5PK,-0.7506,GunControl
451,Democrat,RepMarkTakano,It’s disappointing that a state must defend its right to treat immigrant families with dignity and decency. https://t.co/fB8fX8fH6a,0.296,Immigration
452,Democrat,RepMarkTakano,A Republican president just acknowledged that there are sensible limits to gun rights that do not violate the 2nd A… https://t.co/4DvafGVSgl,0.0588,GunControl
453,Democrat,RepMarkTakano,"So, it’s not accurate to say that “Congress” is unwilling to pass legislation to prevent gun violence.  

One party… https://t.co/YyWI30YO81",-0.7506,GunControl
454,Democrat,RepMarkTakano,"We have spoken for the overwhelming majority of Americans that support simple, sensible steps to prevent gun violen… https://t.co/IcikPgzDmK",0.1027,GunControl
455,Democrat,RepMarkTakano,We have lost constituents to gun violence and mourned with their loved ones. https://t.co/gCsVuEZdGo,-0.7351,GunControl
456,Democrat,RepMarkTakano,We have sung on the House Floor to call for legislation to prevent gun violence. https://t.co/O5ErQiYNic,-0.7506,GunControl
457,Democrat,RepMarkTakano,We have sat on House Floor for 26 hours to call for legislation to prevent gun violence. https://t.co/TZVQ1qhvfe,-0.7506,GunControl
458,Democrat,RepMarkTakano,No. It’s not too soon to talk about gun violence. For so many families it’s way too late.,-0.8271,GunControl
459,Democrat,RepMarkTakano,"I strongly support @RepJudyChu's Reuniting Families Act, which will streamline the family-based immigration system… https://t.co/8EkWAWGADD",0.5859,Immigration
460,Democrat,RepMarkTakano,President Trump is sending a clear message through his radical immigration proposal: He does not see Dreamers as pe… https://t.co/vDe867w3kH,0.3818,Immigration
461,Democrat,RepLipinski,"Since 1995, the @EPA has required major air polluters to use the best available control technology. Now they're rol… https://t.co/4dBN4ghKEw",0.296,GunControl
462,Democrat,RepLipinski,Washington continues to fail victims of gun violence.  I thank students at @NazarethLGP and across the country for… https://t.co/IGc6VbGqBI,-0.8689,GunControl
463,Democrat,RepLipinski,"I respect the Second Amendment, but I believe in reasonable limits on gun buying and ownership that will keep our c… https://t.co/Uk3epncw91",-0.2617,GunControl
464,Democrat,RepLipinski,"Together, the bills would require #backgroundchecks on all commercial gun sales, including those at gun shows, and… https://t.co/N0c7WnucMu",-0.5859,GunControl
465,Democrat,RepLipinski,"I have signed the discharge petitions on two gun background check bills I cosponsored, H.R. 4240 and H.R. 3464.  A… https://t.co/OcsopAp5Pw",-0.34,GunControl
466,Democrat,RepDelBene,Americans are demanding Congress act on commonsense gun laws. While no one law will prevent every instance of gun v… https://t.co/fLWPNFbvQN,-0.7783,GunControl
467,Democrat,RepDelBene,"Nineteen years after the horrors at Columbine, the inaction of some allows the scourge of gun violence to continue… https://t.co/DjQqtJu0vR",-0.9042,GunControl
468,Democrat,RepBera,We need commonsense measures to prevent gun violence because kids   deserve to be safe at school. I'm inspired by s… https://t.co/5sXrmFNW5s,-0.0772,GunControl
469,Democrat,RepBera,"After the tragic shooting in Parkland, Florida, it’s past time for us to push for commonsense laws to prevent gun v… https://t.co/SDXc0cIK4g",-0.6486,GunControl
470,Democrat,RepBera,"After the tragic shooting in Parkland, Florida, we must come together and push for common sense changes to prevent… https://t.co/une8HJafqW",-0.4588,GunControl
471,Democrat,RepBera,"For more, read my 2015 @sacbee_news op-ed on why we need to study gun violence as a public health problem: 5/ #TBT… https://t.co/v17wUizFVb",-0.8481,GunControl
472,Democrat,RepBera,"At a minimum, we should be able to study gun violence to learn how we can better keep our families safe. 4/",-0.1779,GunControl
473,Democrat,RepBera,We need commonsense laws to prevent gun violence – from universal background checks to limiting high capacity ammunition magazines. 2/,-0.7506,GunControl
474,Democrat,RepSwalwell,RT @MichaelSkolnik: Sending love to all of the mothers who have lost their children to gun violence. May we never end working to end this e…,-0.5574,GunControl
475,Democrat,RepSwalwell,"Sorry, James, saving lives doesn’t have to be that dramatic. Here’s the idea:

If you:

1) Have criminal record ➡️… https://t.co/DSaF6nY8ye",-0.5719,Incarceration
476,Democrat,RepSwalwell,Either I ditched Criminal Law class the day we learned the “fight back” exception to Obstruction of Justice OR you… https://t.co/Xk055T3HHg,0.0,Incarceration
477,Democrat,RepJohnDelaney,It’s time to pass gun safety legislation. There are bipartisan proposals that the vast majority the country support… https://t.co/wHoRMIEBb6,0.1027,GunControl
478,Democrat,RepJohnDelaney,"As we pray for Florida, we also have an obligation to act. This is the 18th school shooting of this year. Every ele… https://t.co/sKccNDTg1B",0.3182,GunControl
479,Democrat,RepJohnDelaney,The House will be in session Monday at 2 PM. Let's start working on commonsense gun safety legislation now. (2/4),0.1027,GunControl
480,Democrat,RepDannyDavis,"RT @APAinc: Since it was signed in 2008, the #SecondChanceAct has been the foundation for smart, sensible criminal justice reform. Learn mo…",0.4019,Incarceration
481,Democrat,RepDannyDavis,SCA was the 1st step in many on the road to criminal justice reform.... https://t.co/XffK69rMuT,0.0,Incarceration
482,Democrat,RepDannyDavis,"RT @RepBobbyRush: The startling reality of gun violence in America is that more than 2,262 people have already been killed by someone using…",-0.8934,GunControl
483,Democrat,RepDannyDavis,"RT @RepBobbyRush: 7,000 shoes are lined up in front of the Capitol to represent children that have been killed by gun violence in the Unite…",-0.9001,GunControl
484,Democrat,RepDannyDavis,It's a shame that some states pay for prison guards... https://t.co/pVMW9Iyj6o,-0.7783,Incarceration
485,Democrat,RepDannyDavis,RT @WBEZ: The state's prison population is dropping dramatically. 3 takeaways: https://t.co/3QWbcqM0N1,-0.5106,Incarceration
486,Democrat,RepDannyDavis,"RT @ProgressCIL: Thanks for the visit today to talk about immigrant rights, #DACA, housing, and disability @RepDannyDavis @IndivisibleOP @H…",0.4404,Immigration
487,Democrat,RepCummings,RT @OversightDems: HAPPENING NOW: All Oversight Democrats Urge Gowdy to Subpoena Documents on Census Bureau’s Concerns About Citizenship Qu…,0.0,Immigration
488,Democrat,RepCummings,"Measures to reduce gun violence have broad support from the American people, including from gun owners. For too lon… https://t.co/jJsThFaFLs",-0.7351,GunControl
489,Democrat,RepCummings,"My colleagues and I have introduced many pieces of legislation that would reduce gun violence, but we have been blo… https://t.co/PotkHv6Vae",-0.5023,GunControl
490,Democrat,RepCummings,Yesterday’s mass shooting at Marjory Stoneman Douglas High School is a horrific tragedy that must be a call to acti… https://t.co/kyLuGJnZlT,-0.8689,GunControl
491,Democrat,RepCartwright,My thoughts and prayers are with the victims and families affected by the horrific shooting in Las Vegas.,-0.8074,GunControl
492,Democrat,RepCartwright,RT @McallOpinion: From @RepCartwright: Why reopening Wall Street 'casino' wrong choice for Main Street https://t.co/NKAcn74YQS @mcall,-0.4767,Abortion
493,Democrat,RepCartwright,We need someone who will stand up for sensible protections of our environment. Scott Pruitt is not the right choice to lead the @EPA.,0.0,Abortion
494,Democrat,LacyClayMO1,RT @MomsDemand: Gun violence is a public safety issue that impacts Americans from all walks of life. Volunteers like MaryBeth help bridge t…,0.128,GunControl
495,Democrat,LacyClayMO1,RT @MomsDemand: Young people have become a force in the gun safety movement and volunteers like Martha are supporting their efforts to move…,0.7003,GunControl
496,Democrat,LacyClayMO1,RT @RubenGallego: Proud to be a Moms Demand Action Gun Sense Candidate! https://t.co/tUeXZuWeJD,0.126,GunControl
497,Democrat,LacyClayMO1,RT @verainstitute: “Hopelessness is the enemy of justice. We must be persistent. We cannot give up. We won’t end mass incarceration in this…,-0.0258,Incarceration
498,Democrat,LacyClayMO1,"RT @MomsDemand: Tragedies like this can be prevented with responsible gun storage. #BeSMART: Store guns locked, unloaded and separate from…",-0.1027,GunControl
499,Democrat,LacyClayMO1,RT @NancyPelosi: Whether it’s separating immigrant children from their families or stealing from funds dedicated to children’s health to pa…,-0.1779,Immigration
500,Democrat,LacyClayMO1,"RT @keithellison: Counting everyone is a central pillar of our democracy. By planning to add a citizenship question to the #2020Census, the…",0.0,Immigration
501,Democrat,LacyClayMO1,"RT @KamalaHarris: To our brothers, sisters, and friends in immigrant communities at home and across the world, know that we stand with you.…",0.4767,Immigration
502,Democrat,RepMarcyKaptur,"Though we made progress in the spending bill on improving the background check system and researching gun violence,… https://t.co/SvHSuQLG0E",0.4939,GunControl
503,Democrat,RepMarcyKaptur,"Thank you, Ava, for writing and sharing your story. I agree #EnoughIsEnough, and we need action now to reduce gun v… https://t.co/Ph5fu8sGPX",0.6597,GunControl
504,Democrat,RepBonamici,Our immigration system is broken and it is keeping families apart. We need comprehensive immigration reform so no f… https://t.co/kiZsQwvFkA,-0.608,Immigration
505,Democrat,RepBonamici,Efforts to add a citizenship question to the #2020census will suppress participation &amp; will result in inaccurate da… https://t.co/Z383akZhkt,0.0,Immigration
506,Democrat,RepBonamici,"On the anniversary of the tragic shooting at #Columbine High School, I thank the students who are showing leadershi… https://t.co/Vngxcb9s6a",-0.128,GunControl
507,Democrat,RepBonamici,An accurate #2020census is critical. Including a citizenship question will suppress participation &amp; result in inacc… https://t.co/Yjs4kIIMav,-0.3182,Immigration
508,Democrat,RepBonamici,Including a citizenship question in the #2020Census will suppress participation &amp; result in inaccurate data that do… https://t.co/3N2nyyUIMs,0.0,Immigration
509,Democrat,RepBonamici,Great questions @RepKClark! @BetsyDeVosED thinks she can find the solution to gun violence in schools with just 4 T… https://t.co/0XXAyXDeLK,-0.1007,GunControl
510,Democrat,RepBonamici,"One month after the Parkland massacre, Congress took a modest step to stop gun violence in schools by passing the S… https://t.co/KR8wP6IIkN",-0.8271,GunControl
511,Democrat,RepBonamici,We must refuse to accept gun violence as normal. I stand with students from Oregon to Florida speaking up and makin… https://t.co/8EsliVvOAX,-0.7269,GunControl
512,Democrat,BettyMcCollum04,CIA Director-nominee Gina Haspel ran a secret prison in Thailand where people were tortured. Her shameful record di… https://t.co/pQZaGk5O0a,-0.8779,Incarceration
513,Democrat,BettyMcCollum04,.@realDonaldTrump is at the NRA convention today to empower the dangerous gun lobby that puts our families and comm… https://t.co/9b86bA4ker,-0.6597,GunControl
514,Democrat,BettyMcCollum04,.@paulthissen is a great choice to serve on the Minnesota Supreme Court. I applaud @GovMarkDayton on this appointme… https://t.co/tHXXxqNHGX,0.8934,Abortion
515,Democrat,BettyMcCollum04,@realDonaldTrump But @realDonaldTrump’s fear of criminal exposure is no excuse for his comments labeling the crimin… https://t.co/z3qWOY0bLi,-0.8176,Incarceration
516,Democrat,daveloebsack,Loebsack Announces Winner of 2018 Congressional Art Contest People’s Choice Award https://t.co/e6wQw25VPM,0.8074,Abortion
517,Democrat,daveloebsack,Loebsack Statement on the Congressional Baseball Practice Shooting https://t.co/oAJT9eoNzh,0.0,GunControl
518,Democrat,daveloebsack,Loebsack Announces Winner of 2017 Congressional Art Contest People’s Choice Award https://t.co/se752tU61P,0.8074,Abortion
519,Democrat,RepRoybalAllard,A8: Immigrant women &amp; families need new laws that stand up for them. We must pass my Help Separated Families Act to… https://t.co/Tef2OSQCD2,0.4019,Immigration
520,Democrat,RepRoybalAllard,A3: The Trump Administration’s policies are tearing immigrant women from their children and families. The admin's c… https://t.co/M4VXWzTvDc,0.0,Immigration
521,Democrat,RepRoybalAllard,A1: Immigration is a pivotal women's rights issue. That's why I'm proud to be co-chair &amp; founder of the Women’s Wor… https://t.co/XcNvJ5gya4,0.4767,Immigration
522,Democrat,RepRoybalAllard,RT @MomsRising: Today we’re talking about how to take action to stand with immigrant women. #ProtectFamilies,0.0,Immigration
523,Democrat,RepRoybalAllard,"Donna Clarissa Medina Lozada, a #BellHighSchool junior, won the People’s Choice Award in the Lucille Roybal-Allard… https://t.co/W6a9AmlYVY",0.802,Abortion
524,Democrat,RepRoybalAllard,RT @MamasConPoder: Immigration agents are deliberately prying young children away from the arms of their mothers. This isn’t a show of “tou…,0.0,Immigration
525,Democrat,RepRoybalAllard,"RT @MomsRising: On #MothersDay, we stand with immigrant mothers. Separating children from the parents is cruel and inhumane! Tweet a photo…",-0.6239,Immigration
526,Democrat,RepRoybalAllard,"RT @RepKarenBass: This #MothersDay, I stand with immigrant mothers simply seeking a better life for their children. We must stop inhumane f…",0.1779,Immigration
527,Democrat,RepRoybalAllard,RT @RepHastingsFL: I am mindful today of the Trump Administration’s inhumane policy of separating immigrant mothers from their children at…,0.0,Immigration
528,Democrat,RepRoybalAllard,"RT @RepKClark: Today of all days, read this story to see – and feel – why we must stop ripping apart immigrant mothers and their children *…",-0.296,Immigration
529,Democrat,RepRoybalAllard,"RT @RepJayapal: This month, the Trump administration began a terrible blanket policy of separating undocumented kids and parents at the bor…",-0.4767,Immigration
530,Democrat,RepRoybalAllard,RT @WomenBelong: Thank you @RepRoybalAllard for all that you do for immigrant and refugee  moms and their families. Your mom raised a compa…,0.3612,Immigration
531,Democrat,RepRoybalAllard,Adding a citizenship question to the #2020Census will suppress participation. We can’t let that happen. We need acc… https://t.co/aLs5OrxkVK,0.0,Immigration
532,Democrat,RepRoybalAllard,RT @HouseDemWomen: Thank you to our DWWG Members @RepRoybalAllard &amp; @RepJayapal for standing up for pregnant immigrant women!,0.4199,Immigration
533,Democrat,RepRoybalAllard,The tragic mass shooting in Nashville is yet another painful reminder of our need to pass common-sense gun safety l… https://t.co/2Elp3NNSbC,-0.6705,GunControl
534,Democrat,RepRoybalAllard,"Thank you, Judge Real, for this sound ruling in support of our police and against Trump's cruel immigration policie… https://t.co/Sr65uOd2ez",0.1027,Immigration
535,Democrat,RepRoybalAllard,RT @NLIRH: Thank you @RepRoybalAllard for being a champion for pregnant immigrant women in detention. We agree that the detention of pregna…,0.5994,Immigration
536,Democrat,RepRoybalAllard,I've been horrified by reports of pregnant immigrant detainees who have suffered miscarriages and gotten inadequate… https://t.co/B8skOaiNGl,-0.7717,Immigration
537,Democrat,RepJeffries,Approximately 36 percent of marijuana arrest victims in NYC (mostly Black and Latino) have no prior criminal record… https://t.co/3Fawg1jbcB,-0.8519,Incarceration
538,Democrat,RepJeffries,ENDING MASS INCARCERATION Will Require Sustained Effort. Sustained Intensity. Sustained Commitment. And a meaningfu… https://t.co/2uJwxCYI9W,0.3818,Incarceration
539,Democrat,RepJeffries,House Judiciary Committee overwhelming passed FIRST STEP Act. It’s the beginning of the end of mass incarceration e… https://t.co/JkkwjhQ8vP,0.0,Incarceration
540,Democrat,RepJeffries,"RT @PaulBegala: So impressed by the work my pal @VanJones68, @RepJeffries &amp; others are doing to pass bipartisan prison reform. https://t.co…",0.024,Incarceration
541,Democrat,RepJeffries,Failed war on drugs began in 1971. Leading to mass incarceration epidemic. It’s time to reverse the damage… https://t.co/9njqdsZiN8,-0.802,Incarceration
542,Democrat,RepJeffries,Trump panders to gun lobby at NRA convention. What happened to doing something about America’s gun violence epidemi… https://t.co/WwAGXvqH3W,-0.8316,GunControl
543,Democrat,RepJeffries,Joined @TheRevAl to discuss #CriminalJusticeReform effort in the House. We must break the back of the Prison Indust… https://t.co/03cW38LVFv,-0.5106,Incarceration
